#CF1a	Mx	My	Mz
-0.0163579	39.6399700	-9.0804170	-0.6831294
-0.0178533	39.6399700	-8.7618330	-0.6543229
-0.0193487	39.8991300	-8.7039100	-0.4814844
-0.0209662	39.9567300	-8.3274020	-0.4814844
-0.0219733	39.9855200	-8.2694790	-0.4814844
-0.0225227	39.9855200	-8.0088200	-0.4814844
-0.0229499	39.7551500	-7.9798580	-0.4814844
-0.0236824	39.7263500	-7.8929720	-0.4814844
-0.0243538	39.7263500	-7.8350470	-0.4814844
-0.0251167	39.9567300	-7.6033510	-0.4814844
-0.0257271	40.2159000	-7.5743890	-0.4814844
-0.0261849	40.2446900	-7.5164650	-0.4814844
-0.0262154	40.2446900	-7.4875030	-0.4814844
-0.0265206	40.2446900	-7.4295780	-0.4814844
-0.0270089	40.2446900	-7.4006170	-0.4814844
-0.0275582	40.2446900	-7.3716550	-0.4814844
-0.0278939	40.8494200	-7.3426920	-0.7119358
-0.0282296	41.1373900	-7.3137300	-0.7407422
-0.0282296	41.2237800	-7.3137300	-0.7695487
-0.0278939	41.2525700	-7.3137300	-1.0288060
-0.0273141	41.2813700	-7.3137300	-1.0576130
-0.0272836	41.5693400	-7.3137300	-1.2592580
-0.0272530	41.9437000	-7.3426920	-1.2880640
-0.0272530	42.3468500	-7.3716550	-1.5473220
-0.0274667	42.9227800	-7.5743890	-1.5761280
-0.0274972	43.2971400	-7.6323130	-1.7777730
-0.0271004	43.3547300	-7.8929720	-1.8065800
-0.0262154	43.3835300	-7.9508960	-1.9794180
-0.0254830	43.4411200	-8.2694790	-2.0082250
-0.0249336	43.6714900	-8.3274020	-2.1810630
-0.0241096	43.8730700	-8.6170230	-2.2098700
-0.0233772	44.1322400	-8.7039100	-2.4403210
-0.0226142	44.4490100	-9.0514550	-2.4403210
-0.0216071	44.4778000	-9.1093780	-2.4979340
-0.0200507	44.4778000	-9.5148470	-2.5267400
-0.0187079	44.4778000	-9.7175820	-2.5555470
-0.0174871	44.4778000	-10.0361600	-2.5843530
-0.0165105	44.4778000	-10.2678600	-2.6131600
-0.0156560	44.4778000	-10.4706000	-2.6419660
-0.0152287	44.7657700	-10.4995600	-2.6707720
-0.0145573	44.7945600	-10.5864400	-2.6707720
-0.0134587	44.7945600	-10.7891800	-2.6707720
-0.0122379	44.4202100	-11.0498400	-2.6707720
-0.0113529	44.1034400	-11.0788000	-2.6707720
-0.0107730	44.0458500	-11.1656800	-2.6707720
-0.0107120	44.0170600	-11.2236100	-2.6707720
-0.0107120	44.0458500	-11.4263400	-2.6707720
-0.0108036	44.2474300	-11.4553100	-2.6707720
-0.0108036	44.2762300	-11.4553100	-2.6707720
-0.0106815	44.2762300	-11.4553100	-2.6707720
-0.0102847	43.8442800	-11.4553100	-2.6707720
-0.0102237	43.8442800	-11.4553100	-2.6707720
-0.0100101	43.3835300	-11.4553100	-2.6419660
-0.0100711	43.3835300	-11.4842700	-2.6419660
-0.0108036	43.7578800	-11.5132300	-2.5555470
-0.0111393	43.7578800	-11.5132300	-2.5555470
-0.0111393	43.7866800	-11.5132300	-2.4979340
-0.0107730	43.7866800	-11.5132300	-2.4979340
-0.0102237	43.0091700	-11.5132300	-2.4691270
-0.0099490	43.0091700	-11.5132300	-2.4691270
-0.0099490	42.6924100	-11.5132300	-2.4403210
-0.0105289	42.6924100	-11.5132300	-2.4403210
-0.0110172	43.3547300	-11.5132300	-2.3827080
-0.0110477	43.3835300	-11.5132300	-2.3539020
-0.0110172	43.3835300	-11.5132300	-2.2962890
-0.0105594	42.9227800	-11.5132300	-2.2962890
-0.0099490	42.4908300	-11.5132300	-2.2674830
-0.0097354	42.2892600	-11.5132300	-2.2386760
-0.0097354	42.2892600	-11.5132300	-2.0658380
-0.0102542	42.2892600	-11.5132300	-2.0658380
-0.0102847	42.3756400	-11.5132300	-2.0082250
-0.0102847	42.3756400	-11.5132300	-2.0082250
-0.0096133	42.0588800	-11.5132300	-1.9506120
-0.0087283	42.0588800	-11.5132300	-1.9506120
-0.0079958	41.1373900	-11.5132300	-1.8641930
-0.0079653	41.1373900	-11.5132300	-1.8641930
-0.0079653	41.1085900	-11.5421900	-1.6913540
-0.0082400	41.1085900	-11.5711500	-1.6913540
-0.0083010	41.1085900	-11.6001200	-1.6625480
-0.0083621	41.1085900	-11.6001200	-1.6625480
-0.0083010	41.0222000	-11.6001200	-1.6337410
-0.0078433	41.0222000	-11.6001200	-1.6337410
-0.0078127	40.6766400	-11.6001200	-1.6049350
-0.0080264	40.6766400	-11.6001200	-1.6049350
-0.0085452	40.6766400	-11.6001200	-1.5761280
-0.0089724	40.6766400	-11.6001200	-1.5761280
-0.0093081	40.7054400	-11.5711500	-1.5473220
-0.0093692	40.7054400	-11.5421900	-1.5473220
-0.0093997	40.6190500	-11.4842700	-1.5473220
-0.0094607	40.6190500	-11.2815300	-1.5473220
-0.0102542	40.5902500	-11.2525700	-1.5473220
-0.0112613	40.5902500	-11.1656800	-1.5473220
-0.0121464	40.6766400	-11.1077600	-1.5473220
-0.0132450	40.6766400	-10.8181400	-1.5473220
-0.0141301	40.7630300	-10.7602200	-1.5473220
-0.0147404	40.7630300	-10.5574800	-1.5473220
-0.0152898	40.6478500	-10.4995600	-1.5473220
-0.0163579	40.6478500	-10.2389000	-1.5473220
-0.0174566	40.7342400	-10.2099400	-1.5473220
-0.0185247	40.7342400	-9.9782400	-1.5473220
-0.0194708	40.9934000	-9.9203160	-1.5473220
-0.0205084	40.9934000	-9.6596570	-1.5473220
-0.0212409	41.0222000	-9.6017330	-1.5473220
-0.0217292	41.0222000	-9.3410750	-1.5473220
-0.0224006	40.7342400	-9.3121130	-1.6049350
-0.0233467	40.7342400	-9.2541890	-1.6049350
-0.0241401	41.1085900	-9.2252260	-1.6337410
-0.0249031	41.1085900	-9.1673020	-1.6337410
-0.0253914	41.4829500	-9.1383400	-1.6913540
-0.0254830	41.4829500	-9.0804170	-1.6913540
-0.0254830	41.1949800	-9.0224920	-1.7201600
-0.0252083	41.1949800	-8.9645680	-1.7201600
-0.0251778	40.8494200	-8.9356060	-1.7201600
-0.0251778	40.8494200	-8.9356060	-1.7201600
-0.0255135	40.8494200	-8.8776820	-1.7201600
-0.0261238	41.0510000	-8.8776820	-1.7201600
-0.0261849	41.3101700	-8.8776820	-1.7201600
-0.0261544	41.3101700	-8.8776820	-1.7201600
-0.0255440	40.3886800	-8.8776820	-1.7201600
-0.0254830	40.3886800	-8.8776820	-1.7201600
-0.0254830	40.1583000	-8.8487200	-1.7201600
-0.0257881	40.1583000	-8.8487200	-1.7201600
-0.0263985	40.8494200	-8.8487200	-1.7201600
-0.0266732	40.8494200	-8.8487200	-1.7201600
-0.0264901	40.9070200	-8.8487200	-1.7201600
-0.0256661	40.9070200	-8.8487200	-1.7201600
-0.0250557	40.2446900	-8.8487200	-1.7201600
-0.0249641	40.2446900	-8.8487200	-1.7201600
-0.0249336	40.2159000	-8.8776820	-1.6913540
-0.0249336	40.2159000	-8.9356060	-1.6913540
-0.0250557	41.0510000	-8.9935300	-1.6913540
-0.0250557	41.0510000	-9.0224920	-1.6913540
-0.0239265	40.6190500	-9.0804170	-1.6913540
-0.0231025	40.6190500	-9.1093780	-1.6913540
-0.0227058	40.0719100	-9.1673020	-1.6913540
-0.0226753	40.0719100	-9.2541890	-1.6913540
-0.0227973	40.4174700	-9.4569230	-1.6913540
-0.0234077	40.4174700	-9.4858860	-1.6913540
-0.0234382	41.0222000	-9.5148470	-1.6913540
-0.0232246	41.0222000	-9.5438090	-1.6913540
-0.0223701	40.6478500	-9.5438090	-1.6913540
-0.0219428	40.6478500	-9.5727710	-1.6913540
-0.0218513	40.2159000	-9.6017330	-1.6913540
-0.0219733	40.2159000	-9.6306950	-1.6913540
-0.0229194	40.8782200	-9.6596570	-1.6913540
-0.0238044	40.8782200	-9.6886200	-1.6913540
-0.0240181	41.2237800	-9.6886200	-1.6913540
-0.0240486	41.2237800	-9.6017330	-1.6913540
-0.0240486	40.6190500	-9.5438090	-1.6913540
-0.0244148	40.6190500	-9.3410750	-1.6913540
-0.0251778	40.2159000	-9.3121130	-1.6913540
-0.0265816	40.2159000	-9.2541890	-1.6913540
-0.0279550	40.7918300	-9.1962640	-1.6913540
-0.0288400	40.7918300	-9.0224920	-1.6913540
-0.0292367	40.8782200	-8.9935300	-1.6913540
-0.0297250	40.8782200	-8.7618330	-1.6913540
-0.0300607	40.7054400	-8.7039100	-1.7201600
-0.0306101	40.7054400	-8.3853260	-1.7201600
-0.0316782	40.6478500	-8.3563640	-1.7777730
-0.0332347	40.6478500	-8.2694790	-1.7777730
-0.0345164	41.5117500	-8.0667440	-1.8065800
-0.0354930	41.5117500	-7.8640090	-1.8065800
-0.0362865	41.6557300	-7.8060860	-1.8641930
-0.0370190	41.6557300	-7.5454270	-1.8641930
-0.0373852	41.5405400	-7.4875030	-1.9218060
-0.0379955	41.5405400	-7.2268440	-1.9218060
-0.0390027	41.5117500	-7.1978820	-1.9794180
-0.0401013	41.5117500	-7.1689200	-1.9794180
-0.0407727	42.0012900	-7.1399580	-1.9794180
-0.0412915	42.0012900	-7.0530710	-1.9794180
-0.0413221	41.9149000	-6.9951480	-1.9794180
-0.0413221	41.9149000	-6.9372230	-1.9794180
-0.0409253	41.0798000	-6.8792990	-1.9794180
-0.0409253	41.0798000	-6.8213750	-1.9794180
-0.0418409	41.1373900	-6.7634510	-1.9794180
-0.0431227	41.1373900	-6.5607170	-1.9794180
-0.0440382	41.8861000	-6.5317540	-1.9506120
-0.0446486	41.8861000	-6.4738300	-1.9506120
-0.0446486	41.7709200	-6.4448680	-1.8929990
-0.0444044	41.7709200	-6.3869440	-1.8929990
-0.0440382	41.0798000	-6.3579820	-1.8929990
-0.0440382	41.0798000	-6.3000580	-1.8929990
-0.0443434	41.0510000	-6.2421340	-1.8353860
-0.0448927	41.0510000	-6.2131720	-1.8353860
-0.0454421	41.5693400	-6.1842100	-1.8353860
-0.0455031	41.5693400	-6.1552480	-1.8353860
-0.0455031	41.2237800	-6.1262860	-1.8353860
-0.0451979	41.2237800	-6.0683610	-1.8353860
-0.0451674	40.9934000	-6.0394000	-1.8353860
-0.0452284	40.9934000	-6.0394000	-1.8353860
-0.0456557	41.4541500	-6.0394000	-1.8353860
-0.0462661	41.4541500	-6.0394000	-1.8353860
-0.0466628	42.0012900	-6.0394000	-1.8929990
-0.0466933	42.0012900	-6.0394000	-1.8929990
-0.0463576	42.0300900	-6.0394000	-2.1522570
-0.0459609	42.0300900	-6.0394000	-2.1522570
-0.0456252	42.0300900	-6.0394000	-2.3827080
-0.0455641	42.0300900	-6.0683610	-2.3827080
-0.0453505	42.6636100	-6.1552480	-2.4403210
-0.0452895	42.6636100	-6.2131720	-2.4403210
-0.0446486	42.8939900	-6.4159060	-2.6419660
-0.0439772	42.8939900	-6.4448680	-2.6419660
-0.0434889	42.9227800	-6.5317540	-2.8148050
-0.0431837	42.9227800	-6.5896790	-2.8148050
-0.0427564	42.9515800	-6.8213750	-2.9012240
-0.0422681	42.9515800	-6.8503370	-2.9012240
-0.0416578	43.3547300	-7.0530710	-2.9588370
-0.0408643	43.3547300	-7.0820340	-2.9588370
-0.0399793	43.4411200	-7.1689200	-3.0452560
-0.0394299	43.4411200	-7.2268440	-3.0452560
-0.0389721	43.4411200	-7.4006170	-3.1316750
-0.0386364	43.4411200	-7.4295780	-3.1316750
-0.0383007	43.4411200	-7.5164650	-3.3333200
-0.0382702	43.4411200	-7.5164650	-3.3333200
-0.0381787	43.6139000	-7.6033510	-3.3333200
-0.0379345	43.6427000	-7.6033510	-3.3333200
-0.0379040	43.7002900	-7.6612750	-3.3909330
-0.0379040	43.7002900	-7.6902370	-3.3909330
-0.0379040	43.7290900	-7.6902370	-3.4485460
-0.0379040	43.7290900	-7.7191990	-3.4485460
-0.0379040	44.0746500	-7.7771230	-3.5061590
-0.0379345	44.0746500	-7.8060860	-3.5061590
-0.0375988	44.1610400	-7.8640090	-3.5925780
-0.0368664	44.1610400	-7.8929720	-3.5925780
-0.0363170	44.1610400	-7.9219340	-3.6501910
-0.0359203	44.1610400	-7.9508960	-3.6501910
-0.0355846	44.1322400	-8.0088200	-3.6501910
-0.0355541	44.1322400	-8.0377820	-3.6501910
-0.0355235	44.1034400	-8.1246680	-3.6501910
-0.0354625	44.1034400	-8.1536300	-3.6501910
-0.0346995	43.9018700	-8.1825920	-3.6501910
-0.0342723	43.9018700	-8.2115550	-3.6501910
-0.0339976	43.5275100	-8.2115550	-3.6501910
-0.0339671	43.5275100	-8.2115550	-3.6501910
-0.0339671	43.3259400	-8.2115550	-3.6501910
-0.0344554	43.3259400	-8.2115550	-3.6501910
-0.0346690	43.4699200	-8.2115550	-3.6501910
-0.0346690	43.4699200	-8.2115550	-3.6501910
-0.0346080	43.1819500	-8.2115550	-3.5925780
-0.0345775	43.1819500	-8.1825920	-3.5925780
-0.0345470	42.7500000	-8.1246680	-3.5637710
-0.0348827	42.7500000	-8.0667440	-3.5637710
-0.0356151	43.0955600	-8.0377820	-3.5349650
-0.0360118	43.0955600	-8.0088200	-3.5349650
-0.0359203	43.3835300	-8.0088200	-3.5349650
-0.0350353	43.3835300	-8.0088200	-3.5349650
-0.0340892	42.8651900	-8.0088200	-3.5061590
-0.0332041	42.8651900	-8.0088200	-3.5061590
-0.0325938	42.5196300	-8.0088200	-3.5061590
-0.0325633	42.5196300	-8.0377820	-3.5061590
-0.0325327	43.2395400	-8.2984410	-3.5061590
-0.0321055	43.2395400	-8.3274020	-3.5061590
-0.0312510	43.4699200	-8.5301370	-3.5061590
-0.0303659	43.4699200	-8.5590990	-3.5061590
-0.0293283	43.2107500	-8.5880610	-3.5061590
-0.0285348	43.2107500	-8.6170230	-3.5061590
-0.0283212	42.9515800	-8.6170230	-3.5349650
-0.0285653	42.9515800	-8.6459860	-3.5349650
-0.0291147	43.7290900	-8.6459860	-3.5637710
-0.0294504	43.7290900	-8.6749480	-3.5637710
-0.0294809	44.0458500	-8.7039100	-3.6213840
-0.0294809	44.0458500	-8.7328710	-3.6213840
-0.0288705	43.8442800	-8.7618330	-3.6789970
-0.0285348	43.8442800	-8.7907950	-3.6789970
-0.0285348	43.6427000	-8.7907950	-3.7366100
-0.0291757	43.6427000	-8.7907950	-3.7366100
-0.0300607	44.2474300	-8.7907950	-3.7366100
-0.0311289	44.2474300	-8.7328710	-3.7366100
-0.0318918	44.5929900	-8.6749480	-3.7942230
-0.0321665	44.5929900	-8.5880610	-3.7942230
-0.0321665	44.4202100	-8.5301370	-3.8806420
-0.0321665	44.4202100	-8.4722130	-3.8806420
-0.0326243	44.3914100	-8.4142890	-3.9382550
-0.0334483	44.3914100	-8.1825920	-3.9382550
-0.0342723	45.3993000	-8.1536300	-3.9670610
-0.0351573	45.3993000	-8.0957060	-3.9670610
-0.0354625	45.7448500	-8.0377820	-4.0246740
-0.0354930	45.7448500	-7.9798580	-4.0246740
-0.0355541	45.7448500	-7.9508960	-4.0822870
-0.0359508	45.7448500	-7.9219340	-4.0822870
-0.0362255	45.7448500	-7.8929720	-4.1399000
-0.0366222	45.7448500	-7.8929720	-4.1399000
-0.0370190	46.0616200	-7.8640090	-4.1687060
-0.0370495	46.0616200	-7.8350470	-4.1687060
-0.0368053	45.8888400	-7.8060860	-4.1687060
-0.0363781	45.8888400	-7.8060860	-4.1687060
-0.0362865	45.6008700	-7.8060860	-4.1687060
-0.0362560	45.6008700	-7.8060860	-4.1687060
-0.0362560	45.6584600	-7.8060860	-4.1687060
-0.0362865	45.6584600	-7.8060860	-4.1687060
-0.0363170	46.0328200	-7.8060860	-3.9958680
-0.0363170	46.0328200	-7.8060860	-3.9958680
-0.0357677	45.6872600	-7.8060860	-3.9670610
-0.0356761	45.6872600	-7.8060860	-3.9670610
-0.0354930	45.3705000	-7.8060860	-3.9382550
-0.0354625	45.3705000	-7.8060860	-3.9382550
-0.0354625	45.3417000	-7.7771230	-3.8806420
-0.0356761	45.3417000	-7.7771230	-3.8806420
-0.0357067	45.6296700	-7.7481610	-3.8230290
-0.0357067	45.6296700	-7.7481610	-3.8230290
-0.0354930	45.6584600	-7.7481610	-3.7654160
-0.0354320	45.6584600	-7.7481610	-3.7654160
-0.0353710	45.6584600	-7.7191990	-3.7654160
-0.0353710	45.6584600	-7.6902370	-3.7654160
-0.0355541	45.8600400	-7.6902370	-3.7366100
-0.0358898	45.8600400	-7.6902370	-3.7366100
-0.0359203	45.9752300	-7.6612750	-3.7366100
-0.0360118	45.9752300	-7.6612750	-3.7366100
-0.0363476	46.0040200	-7.6323130	-3.7366100
-0.0366222	46.0040200	-7.5743890	-3.7366100
-0.0370190	46.2919900	-7.5454270	-3.7654160
-0.0376598	46.2919900	-7.5164650	-3.7654160
-0.0381787	46.7239400	-7.4875030	-3.8230290
-0.0384533	46.7239400	-7.4875030	-3.8230290
-0.0385144	46.7815300	-7.4006170	-3.8806420
-0.0388806	46.8103300	-7.4006170	-3.9094490
-0.0389721	46.9543200	-7.3716550	-4.1399000
-0.0392773	46.9543200	-7.3716550	-4.1399000
-0.0394910	47.5014500	-7.3716550	-4.1975130
-0.0395215	47.5014500	-7.3716550	-4.1975130
-0.0393689	47.5878400	-7.3716550	-4.2551260
-0.0386975	47.5878400	-7.3716550	-4.2551260
-0.0380871	47.5878400	-7.5743890	-4.3127380
-0.0376904	47.5878400	-7.6033510	-4.3127380
-0.0372631	47.5590400	-7.6323130	-4.3703510
-0.0372326	47.5590400	-7.6612750	-4.3703510
-0.0371716	47.9046000	-7.6902370	-4.3991580
-0.0370800	47.9046000	-7.7191990	-4.3991580
-0.0365307	47.9622000	-7.7771230	-4.3991580
-0.0361950	47.9622000	-7.8350470	-4.3991580
-0.0358593	47.6166400	-7.8929720	-4.3991580
-0.0356456	47.6166400	-7.9219340	-4.3991580
-0.0355846	47.5302500	-7.9508960	-4.3991580
-0.0355846	47.5302500	-7.9798580	-4.3991580
-0.0355846	47.9622000	-7.9798580	-4.3991580
-0.0353099	47.9622000	-8.0088200	-4.3991580
-0.0346385	47.9909900	-8.0667440	-4.3991580
-0.0339366	47.9909900	-8.1246680	-4.3991580
-0.0332041	47.4150600	-8.2984410	-4.3991580
-0.0328074	47.4150600	-8.3274020	-4.3991580
-0.0327464	47.4438600	-8.3853260	-4.3991580
-0.0326853	47.4438600	-8.4142890	-4.3991580
-0.0321055	47.5302500	-8.4142890	-4.3991580
-0.0314951	47.5302500	-8.4432510	-4.3991580
-0.0308237	47.2710800	-8.4722130	-4.3415450
-0.0302744	47.2710800	-8.5011750	-4.3415450
-0.0299387	46.5799600	-8.5301370	-4.1110940
-0.0299387	46.5799600	-8.5590990	-4.1110940
-0.0303354	46.5511600	-8.5590990	-4.0534810
-0.0306711	46.5511600	-8.5590990	-4.0534810
-0.0307016	46.5511600	-8.5590990	-3.9958680
-0.0307627	46.5511600	-8.5590990	-3.9958680
-0.0307932	46.2056000	-8.5590990	-3.9670610
-0.0307932	46.2056000	-8.5590990	-3.9670610
-0.0311899	45.9176300	-8.5301370	-3.9382550
-0.0320750	45.9176300	-8.5011750	-3.9382550
-0.0327769	46.2919900	-8.4432510	-3.9094490
-0.0331736	46.2919900	-8.3853260	-3.9094490
-0.0332347	46.3783800	-8.3274020	-3.9094490
-0.0332652	46.3783800	-8.2984410	-3.9094490
-0.0332652	46.2056000	-8.2694790	-3.9094490
-0.0332652	46.2056000	-8.2405170	-3.9094490
-0.0332652	46.1768000	-8.2115550	-3.9382550
-0.0339366	46.1768000	-8.2115550	-3.9382550
-0.0343333	46.6375500	-8.2115550	-4.0822870
-0.0345470	46.6375500	-8.1825920	-4.0822870
-0.0345470	46.7239400	-8.1536300	-4.1399000
-0.0343028	46.7239400	-8.1246680	-4.1399000
-0.0336924	46.5223700	-8.0957060	-4.1975130
-0.0336314	46.5223700	-8.0957060	-4.1975130
-0.0336009	46.4935700	-8.0957060	-4.2839320
-0.0336009	46.4935700	-8.0957060	-4.2839320
-0.0336009	46.8103300	-8.0957060	-4.3415450
-0.0336009	46.8103300	-8.0957060	-4.3415450
-0.0334788	46.8391300	-8.0957060	-4.3991580
-0.0327158	46.8391300	-8.0957060	-4.3991580
-0.0321055	46.5223700	-8.0957060	-4.4855770
-0.0320139	46.5223700	-8.0957060	-4.4855770
-0.0318308	46.4935700	-8.0957060	-4.5431900
-0.0318003	46.4935700	-8.1246680	-4.5431900
-0.0317698	46.7239400	-8.1825920	-4.5431900
-0.0313120	46.7239400	-8.2405170	-4.5431900
-0.0304270	46.5223700	-8.2694790	-4.6008020
-0.0297250	46.5223700	-8.2984410	-4.6008020
-0.0292673	46.2344000	-8.4722130	-4.6584150
-0.0289316	46.2344000	-8.5301370	-4.6584150
-0.0285348	46.2344000	-8.8487200	-4.6872220
-0.0282601	46.2344000	-8.8776820	-4.6872220
-0.0275582	46.4647700	-8.9645680	-4.7160280
-0.0262764	46.4647700	-9.1383400	-4.7160280
-0.0245369	46.0040200	-9.3700370	-4.7160280
-0.0230415	46.0040200	-9.4279610	-4.7160280
-0.0216681	45.8600400	-9.9492780	-4.7448350
-0.0205084	45.8600400	-10.2099400	-4.7448350
-0.0194403	45.8312500	-10.4706000	-4.7448350
-0.0186773	45.8312500	-10.5285200	-4.7448350
-0.0174871	45.8312500	-10.7312500	-4.7448350
-0.0161748	45.8312500	-10.7602200	-4.7448350
-0.0150151	45.0537300	-10.8181400	-4.7448350
-0.0142216	45.0537300	-10.8760600	-4.7448350
-0.0135502	44.7945600	-11.1656800	-4.7448350
-0.0132145	44.7945600	-11.2236100	-4.7448350
-0.0131535	44.7657700	-11.4263400	-4.7448350
-0.0127873	44.7657700	-11.4553100	-4.7448350
-0.0121769	44.5354000	-11.4553100	-4.6872220
-0.0116581	44.5354000	-11.4842700	-4.6872220
-0.0111698	44.2474300	-11.4842700	-4.6296090
-0.0108341	44.2474300	-11.4842700	-4.6296090
-0.0104984	43.9306600	-11.4842700	-4.5719960
-0.0104679	43.9306600	-11.4842700	-4.5719960
-0.0104679	43.9306600	-11.4842700	-4.3703510
-0.0104679	43.7578800	-11.4842700	-4.3703510
-0.0104679	43.6714900	-11.4842700	-4.3703510
-0.0101627	43.6714900	-11.4842700	-4.3703510
-0.0097964	43.4987100	-11.4842700	-4.3703510
-0.0093997	43.4123300	-11.4842700	-4.3415450
-0.0091861	43.2107500	-11.4842700	-4.3127380
-0.0091250	43.2107500	-11.4842700	-4.2839320
-0.0086062	43.2107500	-11.4842700	-4.2263190
-0.0082400	43.2107500	-11.4842700	-4.2263190
-0.0079958	42.8363900	-11.4842700	-4.1975130
-0.0079653	42.8363900	-11.4842700	-4.1975130
-0.0079043	42.7500000	-11.4842700	-4.1687060
-0.0078738	42.7500000	-11.4842700	-4.1687060
-0.0078433	42.7500000	-11.4842700	-4.1687060
-0.0078433	42.7500000	-11.5132300	-4.1399000
-0.0075686	42.7500000	-11.5132300	-4.1110940
-0.0075381	42.6348200	-11.5132300	-4.1110940
-0.0075076	42.5772200	-11.5132300	-4.1110940
-0.0075991	42.5196300	-11.5132300	-4.0822870
-0.0079653	42.5196300	-11.5132300	-4.0822870
-0.0085757	42.5196300	-11.4842700	-4.0534810
-0.0090335	42.5196300	-11.4263400	-4.0534810
-0.0093081	42.5196300	-11.2236100	-4.0246740
-0.0093692	42.5196300	-11.1946500	-3.9958680
-0.0097964	42.2316600	-11.1077600	-3.9670610
-0.0100711	41.9724900	-11.0498400	-3.7942230
-0.0104679	41.9724900	-10.8760600	-3.7942230
-0.0109867	41.9437000	-10.8471000	-3.7366100
-0.0115360	41.9437000	-10.6154100	-3.7078030
-0.0115665	41.9437000	-10.5574800	-3.4773520
-0.0115970	41.9437000	-10.2968200	-3.4773520
-0.0116276	41.1949800	-10.2678600	-3.4485460
-0.0116276	40.8206300	-10.1809700	-3.4197390
-0.0119633	40.7918300	-10.1520100	-3.3621270
-0.0127567	40.7918300	-10.0940900	-3.3333200
-0.0133671	40.9358100	-10.0651300	-3.2757070
-0.0134281	40.9646100	-10.0072000	-3.2757070
-0.0133976	40.9934000	-9.9782400	-3.2469010
-0.0128483	40.9934000	-9.9492780	-3.2469010
-0.0122379	40.9646100	-9.9203160	-3.2469010
-0.0117801	40.7630300	-9.9203160	-3.2469010
-0.0117496	40.7630300	-9.9203160	-3.2469010
-0.0121464	41.1949800	-9.9203160	-3.2469010
-0.0127567	41.6269300	-9.9203160	-3.2469010
-0.0129704	41.6845200	-9.9203160	-3.2469010
-0.0130009	41.7133200	-9.9203160	-3.2469010
-0.0130314	41.7133200	-9.9203160	-3.2469010
-0.0130314	41.5405400	-9.8913550	-3.2469010
-0.0130314	41.5117500	-9.8334300	-3.2469010
-0.0134281	41.5117500	-9.8044680	-3.2469010
-0.0140690	41.8285100	-9.7755060	-3.2469010
-0.0143437	41.9149000	-9.7755060	-3.2469010
-0.0143742	41.9724900	-9.7755060	-3.2469010
-0.0142216	41.9724900	-9.7755060	-3.2469010
-0.0136723	41.7133200	-9.7755060	-3.2469010
-0.0132145	41.4541500	-9.7465440	-3.2469010
-0.0132145	41.4253600	-9.7175820	-3.2469010
-0.0139164	41.4253600	-9.6886200	-3.2469010
-0.0148015	41.6269300	-9.6596570	-3.2469010
-0.0155950	41.6845200	-9.6306950	-3.1892880
-0.0162359	41.7133200	-9.5438090	-3.1892880
-0.0163274	41.7133200	-9.4858860	-3.1316750
-0.0163579	41.3965600	-9.2252260	-3.1316750
-0.0163579	41.3389700	-9.1962640	-3.1028690
-0.0169683	41.3101700	-9.1093780	-3.0740620
-0.0177313	41.3677600	-9.0514550	-3.0452560
-0.0186773	41.6845200	-8.9935300	-3.0452560
-0.0196234	42.0300900	-8.9356060	-3.0452560
-0.0203559	42.0588800	-8.7618330	-3.0452560
-0.0203864	42.0588800	-8.7328710	-3.0452560
-0.0204474	42.0588800	-8.6749480	-3.0452560
-0.0209052	42.0588800	-8.6170230	-3.0452560
-0.0215766	42.1452700	-8.5590990	-3.0452560
-0.0221870	42.4044400	-8.5301370	-3.0452560
-0.0229499	42.6636100	-8.5011750	-3.0452560
-0.0235603	42.7500000	-8.4722130	-3.0452560
-0.0236213	42.7788000	-8.4432510	-3.0452560
-0.0236213	42.7788000	-8.4142890	-3.0452560
-0.0234993	42.7788000	-8.4142890	-3.0452560
-0.0234687	42.7788000	-8.3853260	-3.0452560
-0.0234077	42.7788000	-8.3563640	-3.0452560
-0.0233772	42.7788000	-8.3563640	-3.0452560
-0.0233772	42.7788000	-8.3563640	-3.0452560
-0.0233772	42.7788000	-8.3563640	-3.0452560
-0.0229499	42.6924100	-8.3563640	-3.0164490
-0.0224311	42.6348200	-8.4142890	-2.9876430
-0.0223701	42.6060200	-8.4432510	-2.9588370
-0.0223090	42.5772200	-8.4432510	-2.9012240
-0.0222785	42.5772200	-8.4432510	-2.8724170
-0.0222785	42.5772200	-8.4432510	-2.6995790
-0.0222785	42.5772200	-8.4432510	-2.6995790
-0.0223090	42.5772200	-8.4432510	-2.6707720
-0.0223396	42.5772200	-8.4432510	-2.6419660
-0.0224311	42.5772200	-8.4432510	-2.6131600
-0.0226753	42.5484200	-8.4432510	-2.5843530
-0.0227058	42.5484200	-8.4432510	-2.5267400
-0.0229499	42.5484200	-8.4432510	-2.4979340
-0.0232246	42.5484200	-8.4432510	-2.4403210
-0.0232856	42.4332400	-8.3853260	-2.4115150
-0.0233467	42.3756400	-8.3563640	-2.3827080
-0.0238960	42.3468500	-8.3563640	-2.3539020
-0.0244148	42.3180500	-8.3274020	-2.3539020
-0.0246895	42.3180500	-8.3274020	-2.3539020
-0.0247505	42.3180500	-8.3274020	-2.3539020
-0.0248116	42.5196300	-8.3274020	-2.3250950
-0.0247810	42.5484200	-8.3274020	-2.2962890
