#CF1a	Mx	My	Mz
-0.0210883	41.2237800	-8.3274020	-2.2386760
-0.0210883	41.2525700	-8.3274020	-2.2386760
-0.0210883	41.3101700	-8.3274020	-2.2674830
-0.0210883	41.5117500	-8.3274020	-2.2674830
-0.0209357	41.5405400	-8.3274020	-2.2962890
-0.0205084	41.5693400	-8.3274020	-2.3250950
-0.0198981	41.5693400	-8.3563640	-2.3250950
-0.0195013	41.5693400	-8.3853260	-2.3250950
-0.0192877	41.5693400	-8.4722130	-2.3250950
-0.0191961	41.5981400	-8.6749480	-2.3250950
-0.0189520	41.6269300	-8.7618330	-2.3250950
-0.0188910	41.6557300	-8.9356060	-2.3250950
-0.0184027	41.6557300	-8.9935300	-2.3250950
-0.0176092	41.6557300	-9.0514550	-2.3250950
-0.0168767	41.6557300	-9.2541890	-2.3250950
-0.0163274	41.6557300	-9.3121130	-2.3250950
-0.0157781	41.6557300	-9.3700370	-2.3250950
-0.0152287	41.6557300	-9.6306950	-2.2962890
-0.0149541	41.6557300	-9.8334300	-2.2674830
-0.0144353	41.6557300	-9.9203160	-2.2386760
-0.0136113	41.6557300	-10.2099400	-2.2098700
-0.0126041	41.6557300	-10.2678600	-2.1810630
-0.0116581	41.6557300	-10.3257800	-2.0946440
-0.0107425	41.4829500	-10.3837100	-2.0658380
-0.0098880	41.1949800	-10.4706000	-1.8641930
-0.0095523	41.1661900	-10.5285200	-1.8353860
-0.0095523	41.1373900	-10.5864400	-1.6337410
-0.0095523	41.1373900	-10.6154100	-1.6049350
-0.0095523	40.9646100	-10.6733300	-1.5473220
-0.0092166	40.9070200	-10.7312500	-1.5185160
-0.0089419	40.5614500	-10.7602200	-1.4897090
-0.0086673	40.4750700	-10.7891800	-1.4609030
-0.0086367	40.4174700	-10.7891800	-1.4032900
-0.0087588	40.4174700	-10.7891800	-1.3744830
-0.0093692	40.4174700	-10.7891800	-1.3168710
-0.0097049	40.5614500	-10.7891800	-1.2880640
-0.0099185	40.5902500	-10.7891800	-1.2304510
-0.0099796	40.6478500	-10.7891800	-1.2016450
-0.0100101	40.6766400	-10.7891800	-1.2016450
-0.0100101	40.6766400	-10.7891800	-1.2016450
-0.0100101	40.7054400	-10.7891800	-1.2016450
-0.0100101	40.9934000	-10.7891800	-1.2016450
-0.0100711	41.0510000	-10.7891800	-1.2016450
-0.0100711	41.1085900	-10.7891800	-1.2016450
-0.0097354	41.1085900	-10.8181400	-1.2016450
-0.0091250	41.1085900	-10.8471000	-1.2016450
-0.0085757	40.8206300	-10.8760600	-1.1728390
-0.0083316	40.7918300	-10.9050300	-1.1728390
-0.0083316	40.7630300	-10.9050300	-1.1728390
-0.0086978	40.7630300	-10.9050300	-1.1440320
-0.0091556	40.9358100	-10.9050300	-1.1440320
-0.0097049	41.0222000	-10.9050300	-1.1152260
-0.0101322	41.0510000	-10.9050300	-1.0864190
-0.0101627	41.0510000	-10.9050300	-1.0576130
-0.0102237	40.7630300	-10.9050300	-1.0000000
-0.0102847	40.7054400	-10.8471000	-0.9711936
-0.0106815	40.6478500	-10.6154100	-0.9423872
-0.0109867	40.5902500	-10.5574800	-0.9135807
-0.0115360	40.5902500	-10.5574800	-0.9135807
-0.0123600	40.5614500	-10.4416300	-0.8847743
-0.0130314	40.5614500	-10.3837100	-0.8559679
-0.0132450	40.5326600	-10.3547500	-0.6255165
-0.0133061	40.3022900	-10.3257800	-0.6255165
-0.0133366	40.2159000	-10.2389000	-0.5967101
-0.0133366	39.9279300	-10.1809700	-0.5679037
-0.0131230	39.8703400	-10.1230500	-0.5390972
-0.0130924	39.8415400	-10.0651300	-0.5102909
-0.0132450	39.8415400	-10.0072000	-0.4814844
-0.0136418	39.8415400	-9.9782400	-0.4526780
-0.0139164	39.8415400	-9.9203160	-0.4238716
-0.0141911	39.8415400	-9.8913550	-0.3374523
-0.0142216	39.6111700	-9.8334300	-0.3086459
-0.0142216	39.2944000	-9.7755060	-0.2798395
-0.0140080	39.2656100	-9.7175820	-0.2510330
-0.0140080	39.2368100	-9.6596570	-0.2510330
-0.0142521	39.2368100	-9.6306950	-0.2222266
-0.0146794	39.3807900	-9.6306950	-0.2222266
-0.0150761	39.5823700	-9.6306950	-0.2222266
-0.0151372	39.6111700	-9.6306950	-0.2222266
-0.0151372	39.6111700	-9.6306950	-0.2222266
-0.0150151	39.4959800	-9.6017330	-0.2222266
-0.0149846	39.4671800	-9.5438090	-0.2222266
-0.0151372	39.4671800	-9.5148470	-0.2222266
-0.0156865	39.6975600	-9.4569230	-0.2510330
-0.0165105	39.9855200	-9.4279610	-0.2798395
-0.0172430	40.2734900	-9.3989990	-0.3374523
-0.0174566	40.3022900	-9.3989990	-0.3662587
-0.0174566	40.3022900	-9.3700370	-0.5679037
-0.0173956	40.3022900	-9.3410750	-0.5967101
-0.0171819	40.3022900	-9.3121130	-0.6255165
-0.0171209	40.3022900	-9.3121130	-0.6543229
-0.0170293	40.5614500	-9.3121130	-0.7119358
-0.0169988	40.7918300	-9.3121130	-0.7407422
-0.0169683	40.8206300	-9.3121130	-0.7983550
-0.0163884	40.8206300	-9.4569230	-0.8271615
-0.0156560	40.7630300	-9.5148470	-0.8271615
-0.0152287	40.7054400	-9.6017330	-0.8271615
-0.0147099	40.6478500	-9.6596570	-0.8271615
-0.0142216	40.6190500	-9.7175820	-0.8559679
-0.0138859	40.5902500	-9.7465440	-0.8559679
-0.0138249	40.5902500	-9.8334300	-0.8847743
-0.0133976	40.5902500	-10.0361600	-0.8847743
-0.0127262	40.5902500	-10.1230500	-0.8847743
-0.0120548	40.5902500	-10.3547500	-0.8847743
-0.0114444	40.3886800	-10.4126700	-0.8847743
-0.0108951	40.3598800	-10.4706000	-0.8847743
-0.0106204	40.3310800	-10.5285200	-0.9135807
-0.0105899	40.3310800	-10.5574800	-0.9135807
-0.0106815	40.4750700	-10.5864400	-0.9135807
-0.0107730	40.5038600	-10.5864400	-0.9135807
-0.0108341	40.5038600	-10.6154100	-0.9135807
-0.0108646	40.4462700	-10.6443700	-0.9135807
-0.0108341	40.1295100	-10.6733300	-0.9135807
-0.0104373	39.9279300	-10.7022900	-0.9135807
-0.0102237	39.8703400	-10.7022900	-0.8847743
-0.0101627	39.8127400	-10.7022900	-0.8559679
-0.0099490	39.4959800	-10.7022900	-0.7983550
-0.0099185	39.4383900	-10.7022900	-0.7695487
-0.0099185	39.3807900	-10.7022900	-0.5390972
-0.0100406	39.3232000	-10.7022900	-0.5102909
-0.0100711	38.9200500	-10.7022900	-0.4814844
-0.0100101	38.8624500	-10.7022900	-0.4526780
-0.0097354	38.6032800	-10.7022900	-0.3662587
-0.0092776	38.3441100	-10.7022900	-0.3374523
-0.0089419	38.0273500	-10.7022900	-0.1358074
-0.0089114	37.9985500	-10.7022900	-0.1070009
-0.0090945	37.9697600	-10.7022900	-0.0493881
-0.0091556	37.9409600	-10.7022900	-0.0205817
-0.0091861	37.7105900	-10.7022900	0.0370312
-0.0091861	37.4514200	-10.7022900	0.0658376
-0.0087893	37.1346500	-10.7022900	0.1522568
-0.0081790	36.8466900	-10.7022900	0.1810633
-0.0079043	36.7890900	-10.7022900	0.2386761
-0.0079043	36.7603000	-10.7022900	0.2674825
-0.0080874	36.7603000	-10.7022900	0.3250954
-0.0083621	36.7603000	-10.7022900	0.3539018
-0.0085757	36.7603000	-10.7022900	0.3827082
-0.0086673	36.7603000	-10.7022900	0.4115146
-0.0088504	36.4723300	-10.7022900	0.4403211
-0.0089419	36.4147400	-10.5574800	0.4691275
-0.0097049	36.3859400	-10.4995600	0.4979339
-0.0105289	36.3859400	-10.4416300	0.5267403
-0.0112613	36.3859400	-10.4126700	0.5267403
-0.0116276	36.5299300	-10.3837100	0.5267403
-0.0116886	36.5587200	-10.3837100	0.5267403
-0.0116886	36.5587200	-10.3837100	0.5267403
-0.0112308	36.2995500	-10.3837100	0.5267403
-0.0109561	36.2707600	-10.3837100	0.5267403
-0.0109561	36.2419600	-10.3837100	0.5267403
-0.0111393	36.3283500	-10.3837100	0.5267403
-0.0116886	36.5299300	-10.3547500	0.5267403
-0.0122990	36.7603000	-10.3257800	0.5267403
-0.0127567	36.7890900	-10.2968200	0.5267403
-0.0127873	36.7315000	-10.2678600	0.5267403
-0.0128178	36.4723300	-10.2389000	0.5267403
-0.0128788	36.4435300	-10.1809700	0.5267403
-0.0133671	36.4435300	-9.9782400	0.5267403
-0.0137028	36.4435300	-9.9203160	0.5267403
-0.0143437	36.4435300	-9.8623920	0.5267403
-0.0154119	36.5875200	-9.8044680	0.5267403
-0.0164800	36.9618800	-9.6017330	0.5267403
-0.0172430	36.9906700	-9.5438090	0.5267403
-0.0181890	37.0194700	-9.2831510	0.4979339
-0.0192877	37.0194700	-9.2252260	0.4115146
-0.0204779	37.0482600	-8.9066440	0.3827082
-0.0216987	37.0770600	-8.8487200	0.2962889
-0.0232856	37.3650300	-8.5590990	0.2674825
-0.0249641	37.7393800	-8.4722130	0.2098697
-0.0264596	37.9985500	-8.2984410	0.1522568
-0.0276193	38.2577200	-8.2115550	-0.1358074
-0.0285653	38.3441100	-8.0088200	-0.1646138
-0.0291147	38.4017100	-7.9508960	-0.3662587
-0.0295114	38.4593000	-7.7481610	-0.3950652
-0.0301218	38.7472700	-7.6902370	-0.4526780
-0.0311899	39.0064400	-7.6323130	-0.4814844
-0.0323496	39.2656100	-7.4295780	-0.6831294
-0.0334483	39.5247800	-7.3716550	-0.7119358
-0.0345470	39.7263500	-7.3137300	-0.8847743
-0.0354930	39.7551500	-7.2558060	-0.9135807
-0.0361034	39.8127400	-7.1689200	-1.0864190
-0.0366222	39.8415400	-7.1109960	-1.1152260
-0.0371105	40.2159000	-7.0530710	-1.1728390
-0.0375073	40.4174700	-6.9951480	-1.2016450
-0.0375378	40.4750700	-6.9661860	-1.2880640
-0.0375988	40.7342400	-6.9661860	-1.3168710
-0.0376598	40.7918300	-6.9661860	-1.3744830
-0.0376904	40.8206300	-6.9661860	-1.4032900
-0.0376904	40.8494200	-6.9661860	-1.6049350
-0.0377209	40.8494200	-6.9661860	-1.6337410
-0.0384533	41.0510000	-6.9372230	-1.6625480
-0.0391553	41.1085900	-6.8792990	-1.6913540
-0.0397656	41.3101700	-6.8503370	-1.7489670
-0.0405591	41.3677600	-6.8213750	-1.7777730
-0.0410474	41.5693400	-6.7924130	-1.8353860
-0.0412915	41.5981400	-6.7634510	-1.8641930
-0.0413221	41.5981400	-6.7634510	-1.9218060
-0.0413221	41.5981400	-6.7055270	-1.9506120
-0.0412000	41.6269300	-6.6765650	-1.9794180
-0.0408033	41.6557300	-6.6765650	-2.0082250
-0.0402539	41.7421200	-6.6765650	-2.0658380
-0.0398572	41.7997100	-6.8213750	-2.0946440
-0.0391553	41.8573100	-6.9082610	-2.0946440
-0.0382092	41.8573100	-7.1399580	-2.0946440
-0.0370495	41.8573100	-7.2268440	-2.0946440
-0.0359813	41.5981400	-7.4585400	-2.0946440
-0.0349132	41.3965600	-7.4875030	-2.0946440
-0.0340892	41.1949800	-7.5454270	-2.0946440
-0.0336009	41.1661900	-7.6033510	-2.0658380
-0.0333262	41.0798000	-7.6612750	-1.8641930
-0.0329905	40.8782200	-7.7481610	-1.8353860
-0.0325938	40.6478500	-7.8060860	-1.7777730
-0.0320444	40.4462700	-7.8929720	-1.7201600
-0.0312510	40.1871000	-8.0957060	-1.4897090
-0.0302744	40.1295100	-8.1825920	-1.4609030
-0.0295419	40.0431200	-8.3563640	-1.4320960
-0.0288095	40.0143200	-8.4432510	-1.4032900
-0.0281076	39.9855200	-8.6749480	-1.3456770
-0.0273751	39.9279300	-8.7618330	-1.3168710
-0.0268868	39.8991300	-8.9356060	-1.2880640
-0.0263680	39.8127400	-8.9935300	-1.2592580
-0.0258187	39.4959800	-9.0514550	-1.2016450
-0.0252083	39.4671800	-9.1093780	-1.1728390
-0.0248726	39.4383900	-9.1673020	-1.1440320
-0.0245064	39.4383900	-9.3700370	-1.1440320
-0.0240486	39.4383900	-9.3989990	-1.1152260
-0.0236519	39.4383900	-9.4569230	-1.1152260
-0.0235908	39.4383900	-9.5148470	-1.1152260
-0.0230415	39.4383900	-9.5438090	-1.1152260
-0.0223701	39.4383900	-9.5727710	-1.1152260
-0.0218818	39.4383900	-9.6017330	-1.1152260
-0.0218207	39.4383900	-9.6017330	-1.1152260
-0.0217597	39.4095900	-9.6017330	-1.1152260
-0.0219733	39.3807900	-9.6017330	-1.1152260
-0.0227973	39.3807900	-9.6017330	-1.2592580
-0.0240181	39.5823700	-9.4569230	-1.2880640
-0.0250557	39.6399700	-9.3989990	-1.2880640
-0.0257881	39.7263500	-9.3121130	-1.3168710
-0.0261849	39.7551500	-9.1383400	-1.3744830
-0.0263985	39.7551500	-9.0804170	-1.4032900
-0.0264596	39.7551500	-8.9935300	-1.6049350
-0.0268563	39.7551500	-8.8197570	-1.6337410
-0.0274056	39.9855200	-8.7907950	-1.6337410
-0.0279550	40.0719100	-8.7328710	-1.6625480
-0.0284127	40.3598800	-8.6749480	-1.7201600
-0.0289010	40.3886800	-8.6459860	-1.7489670
-0.0291757	40.4174700	-8.6170230	-1.8065800
-0.0292673	40.4174700	-8.5590990	-1.8353860
-0.0294504	40.4174700	-8.5011750	-1.8641930
-0.0299081	40.4174700	-8.4432510	-1.8929990
-0.0302438	40.4462700	-8.3853260	-1.9218060
-0.0304575	40.5038600	-8.3274020	-1.9506120
-0.0304880	40.7342400	-8.2984410	-1.9506120
-0.0304880	40.7342400	-8.2984410	-1.9794180
-0.0298166	40.6478500	-8.2984410	-1.9794180
-0.0289926	40.3310800	-8.2984410	-1.9794180
-0.0284433	40.3022900	-8.2984410	-1.9794180
-0.0283517	40.2734900	-8.2984410	-1.9794180
-0.0281686	40.2446900	-8.2984410	-1.9794180
-0.0281381	40.2446900	-8.2984410	-1.9794180
-0.0282296	40.2446900	-8.2984410	-1.9794180
-0.0286874	40.2159000	-8.2984410	-1.9794180
-0.0289621	40.2159000	-8.2984410	-1.9506120
-0.0292367	40.1871000	-8.2984410	-1.9506120
-0.0294504	40.1583000	-8.2984410	-1.9506120
-0.0296640	40.1295100	-8.2115550	-1.9506120
-0.0296945	40.1007100	-8.1536300	-1.9506120
-0.0299081	40.0719100	-8.0667440	-1.9506120
-0.0302744	40.0719100	-8.0088200	-1.9218060
-0.0306101	40.0719100	-7.9508960	-1.9218060
-0.0306406	40.1295100	-7.9219340	-1.9218060
-0.0307016	40.3598800	-7.9219340	-1.9218060
-0.0307321	40.4174700	-7.8929720	-1.9218060
